Location,Wind Direction,Minimum Temperature,Datetime,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Pressure,Conditions
"Pune, MH, India",274.44,71,05/01/2018,0,58.8,43.48,0,86.1,104.6,4.1,5.8,101.9,,1006.5,Clear
"Pune, MH, India",272.5,77.3,05/02/2018,0,55.9,37,0,87.7,100.5,3.7,6.9,99.6,,1006.4,Clear
"Pune, MH, India",267.33,77.1,05/03/2018,0,53.5,33.76,0,88.9,100.6,4.6,4.7,96.4,,1006.8,Clear
"Pune, MH, India",264.29,71.9,05/04/2018,0,54,38.3,0,85.9,102.3,3.7,5.8,97.5,,1007.2,Clear
"Pune, MH, India",255,75.5,05/05/2018,0,59.7,44.1,0,87,101.9,4.1,6.9,98.5,,1007.3,Clear
"Pune, MH, India",272.86,76.7,05/06/2018,0,64.3,50.51,0,87.7,103.7,4.1,6.9,102.7,,1007.5,Clear
"Pune, MH, India",287.5,77.6,05/07/2018,0,62.2,46.76,0,87.8,100.1,4.3,3.4,97.9,,1007.8,Clear
"Pune, MH, India",274.44,74.9,05/08/2018,0,56.1,39.54,0,86,98,4.1,3.4,94.7,,1006.9,Clear
"Pune, MH, India",284.14,74.9,05/09/2018,0,60.4,44.2,0,87.5,102.2,4.1,6.9,99.8,,1006.1,Clear
"Pune, MH, India",263.86,76.7,05/10/2018,0,64.9,48.86,0,89,104.2,4.1,2.2,103.6,Thunderstorm Without Precipitation,1006.9,Clear
"Pune, MH, India",272.86,83.9,05/11/2018,0,66.1,46.01,0,91,99.7,4.4,4.7,101.3,,1006.3,Clear
"Pune, MH, India",270,78.9,05/12/2018,0,62.2,44.98,0,87.2,96.9,4.2,6.9,97.8,"Mist, Smoke Or Haze",1007.1,Clear
"Pune, MH, India",218.57,77.3,05/13/2018,0.2,53.4,35.56,4,85.1,101,4.2,6.9,98.5,"Thunderstorm, Sky Coverage Increasing",1006.4,"Rain, Partially cloudy"
"Pune, MH, India",276.25,72.7,05/14/2018,0,64.4,55.1,0,85,97.4,3.8,6.9,96.6,,1006.6,Clear
"Pune, MH, India",247.63,74.9,05/15/2018,0,65.8,56.05,0,84.8,98.3,3.9,5.9,97.4,,1006.8,Clear
"Pune, MH, India",283.75,79.1,05/16/2018,0,63.9,47.88,0,89.6,103.3,4.3,3.4,100.4,,1004.6,Clear
"Pune, MH, India",252.33,78.2,05/17/2018,0,66.2,52.74,4,88.6,104.2,4.1,9.2,103,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",1004.4,Partially cloudy
"Pune, MH, India",272.5,79.1,05/18/2018,0.6,66.7,51.42,4,87.9,98.3,3.4,6.9,101.9,Sky Coverage Increasing,1005.3,"Rain, Partially cloudy"
"Pune, MH, India",282.5,80,05/19/2018,0,62.5,48.62,0,87.5,101,4.3,4.7,96.9,,1005.1,Clear
"Pune, MH, India",275,73.7,05/20/2018,0,62.2,50.35,0,86.2,98.7,4.1,5.8,96.8,,1005.4,Clear
"Pune, MH, India",272.5,77.1,05/21/2018,0,64.6,51.84,0,86.8,100.5,4.3,5.8,100,,1005.1,Clear
"Pune, MH, India",284.11,77.1,05/22/2018,0,60.9,45.68,0,85.8,97,4.1,5.8,95.8,,1005.8,Partially cloudy
"Pune, MH, India",266.67,81.2,05/23/2018,0,61,43.91,0,87.1,97.4,4.1,5.8,98.2,,1004.7,Partially cloudy
"Pune, MH, India",276.67,79.1,05/24/2018,0,65.9,54.1,0,85.2,96.2,4.1,4.7,96.8,"Fog, Light Rain, Sky Coverage Increasing, Sky Unchanged",1005.5,Overcast
"Pune, MH, India",272.22,78.2,05/25/2018,0,67.2,57.2,0,85.6,96.9,4.1,4.7,96.6,"Mist, Sky Unchanged",1004.5,Partially cloudy
"Pune, MH, India",270,76.7,05/26/2018,0,69,56.82,0,87.9,100.6,4.1,5.8,105.4,,1003.2,Clear
"Pune, MH, India",282.67,80.3,05/27/2018,0,71.5,59.29,0,88.7,101.9,4.1,5.8,106.6,,1002.7,Partially cloudy
"Pune, MH, India",272.22,80,05/28/2018,0,71.3,63.57,0,85.9,96.2,4.1,5.8,100.7,Fog,1002.1,Overcast
"Pune, MH, India",275.71,79.4,05/29/2018,0,69.3,58.81,0,86.1,93.3,4.6,5.8,97.3,"Fog, Sky Unchanged",1003.5,Partially cloudy
"Pune, MH, India",277.5,78.2,05/30/2018,0,68.5,58.54,0,85.5,94.3,4.3,5.8,99.3,"Fog, Sky Unchanged",1002.9,Partially cloudy
"Pune, MH, India",274.44,77.1,05/31/2018,0,70,61.19,0,86.1,99.2,4.1,5.8,104.3,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",1003.6,Partially cloudy
"Pune, MH, India",244.29,69.5,06/01/2018,1,70.4,71.25,4,82.2,101.5,3.7,5.8,104.6,"Thunderstorm Without Precipitation, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",1004.7,"Rain, Partially cloudy"
"Pune, MH, India",241,75.3,06/02/2018,0.4,73.3,80.67,8,80.6,95.6,3.3,4.7,101.9,"Mist, Thunderstorm, Light Rain, Sky Coverage Increasing, Sky Unchanged",1005.7,"Rain, Overcast"
"Pune, MH, India",267.14,75.8,06/03/2018,0.2,72.9,76.34,4,81.8,93.4,4.1,3.4,100.6,"Thunderstorm Without Precipitation, Fog, Sky Coverage Increasing",1005.3,"Rain, Overcast"
"Pune, MH, India",221.33,76.7,06/04/2018,0.3,69.9,67.67,8,82.5,95,4.1,5.8,100.9,"Thunderstorm, Thunderstorm Without Precipitation, Fog, Sky Coverage Increasing",1003.8,"Rain, Overcast"
"Pune, MH, India",235.71,76.7,06/05/2018,0.6,68.8,64.1,4,83,93.2,4.1,5.8,96,"Mist, Sky Coverage Increasing",1004.1,"Rain, Overcast"
"Pune, MH, India",272.22,77.1,06/06/2018,0.8,71.9,72.33,12,82.4,92.9,3.7,5.8,99.7,"Mist, Rain, Thunderstorm, Thunderstorm Without Precipitation, Fog, Light Rain, Sky Coverage Increasing",1005.9,"Rain, Overcast"
"Pune, MH, India",270,77.3,06/07/2018,0.6,73.3,80.05,8,80.1,84.8,3.7,3.4,92.6,"Fog, Sky Coverage Increasing",1004.6,"Rain, Overcast"
"Pune, MH, India",270,75.8,06/08/2018,0.2,72.4,77.1,12,80.8,91.1,4.1,4.7,98,"Thunderstorm, Thunderstorm Without Precipitation, Fog, Light Rain, Sky Coverage Increasing",1001.9,"Rain, Overcast"
"Pune, MH, India",272.5,75.3,06/09/2018,0.9,71.9,81.1,12,78.4,83.5,4.3,4.7,88.8,"Fog, Light Rain, Sky Coverage Increasing",1001,"Rain, Overcast"
"Pune, MH, India",270,75.3,06/10/2018,3,72.1,76.73,16,80.2,87.1,3.7,5.8,96.1,"Thunderstorm, Rain, Fog, Light Rain, Sky Coverage Increasing",1001.5,"Rain, Overcast"
"Pune, MH, India",270,78.2,06/11/2018,0.8,73.2,76.38,16,81.6,88.4,4.1,12.8,96,"Rain, Fog, Light Rain, Sky Coverage Increasing",1002.7,"Rain, Partially cloudy"
"Pune, MH, India",267.78,78.2,06/12/2018,0.4,70.7,68.99,8,82.2,88,4.1,7,92.8,"Rain, Fog, Sky Coverage Increasing",1003.5,"Rain, Partially cloudy"
"Pune, MH, India",270,77.3,06/13/2018,0,70.3,68.1,0,82.1,89.6,3.7,5.8,95,"Light Drizzle, Fog",1003.3,Partially cloudy
"Pune, MH, India",267.78,77.3,06/14/2018,0.1,70.7,68.26,12,82.6,91.1,3.7,9.2,96.7,"Light Drizzle, Rain, Fog",1004.5,"Rain, Partially cloudy"
"Pune, MH, India",270,77.1,06/15/2018,0.1,68.7,65.5,8,82,88.9,4.1,13.9,92.9,"Rain, Fog, Light Rain",1005.2,"Rain, Partially cloudy"
"Pune, MH, India",270,77.1,06/16/2018,0.4,68.5,68.1,16,80.2,85.7,4.1,10.3,88.9,"Rain, Fog, Light Rain, Sky Coverage Increasing",1006.6,"Rain, Partially cloudy"
"Pune, MH, India",263.33,74.6,06/17/2018,2.5,69.2,77.58,16,76.8,80.8,2.9,4.7,83.7,"Light Drizzle, Fog, Light Rain, Sky Coverage Increasing",1006.6,"Rain, Overcast"
"Pune, MH, India",263.33,73.7,06/18/2018,0.8,69.8,78.33,12,77.2,81.7,3.7,4.7,86.1,"Rain, Fog, Light Rain",1004.8,"Rain, Overcast"
"Pune, MH, India",270,73.5,06/19/2018,0.2,71.1,76.58,8,79.5,87.2,4.1,5.8,93.5,"Light Drizzle, Thunderstorm Without Precipitation, Light Rain, Sky Coverage Increasing",1003.8,"Rain, Overcast"
"Pune, MH, India",281.29,74.6,06/20/2018,0,72.4,74.01,8,82.2,92.9,4.1,2.2,99.7,"Fog, Light Rain, Sky Coverage Increasing",1003.1,Partially cloudy
"Pune, MH, India",290,73.1,06/21/2018,2.7,72.1,80.91,20,79,89.3,3.7,5.8,95.3,"Thunderstorm, Rain, Fog, Light Rain",1003.8,"Rain, Overcast"
"Pune, MH, India",270,73.7,06/22/2018,0.7,71.6,81.82,20,77.9,86.6,4.1,12.7,92.9,"Rain, Fog, Light Rain, Sky Coverage Increasing",1004.4,"Rain, Overcast"
"Pune, MH, India",280,72.2,06/23/2018,5.8,69.9,79.62,24,77,83.9,4.1,6.9,88.4,"Rain, Fog, Light Rain",1004.1,"Rain, Overcast"
"Pune, MH, India",265.56,71.9,06/24/2018,1.7,69.8,82.49,16,75.6,80.7,4.1,4.7,84.5,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1004.2,"Rain, Overcast"
"Pune, MH, India",267.78,66.3,06/25/2018,5.2,70.4,87.7,20,74.4,79,3,15,,"Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Increasing",1002.8,"Rain, Overcast"
"Pune, MH, India",274.44,73.5,06/26/2018,4.8,71.1,83.95,20,76.5,82.5,4.1,5.8,86.9,"Light Drizzle, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Increasing",1002.1,"Rain, Overcast"
"Pune, MH, India",274.44,75.3,06/27/2018,1.5,70.8,77.47,12,78.6,82.6,4.1,12.8,88.1,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1001.4,"Rain, Partially cloudy"
"Pune, MH, India",269.57,73.7,06/28/2018,0.7,70.5,80.6,12,77.1,82.6,4.1,4.7,86.4,"Rain, Fog, Light Rain, Sky Coverage Increasing",1002.2,"Rain, Partially cloudy"
"Pune, MH, India",267.14,72.2,06/29/2018,1.8,70,78.85,12,77.3,83.5,3.7,9.2,87.7,"Rain, Fog, Light Rain, Sky Coverage Increasing",1002.9,"Rain, Overcast"
"Pune, MH, India",265.56,72.8,06/30/2018,1.4,69,75.17,12,77.9,88.4,3.7,10.3,92.9,"Light Drizzle, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1004.6,"Rain, Partially cloudy"
"Pune, MH, India",270,69.9,07/01/2018,0.6,68.5,73.27,8,78.4,87.8,4.1,4.7,91.7,"Rain, Fog, Sky Coverage Decreasing, Sky Coverage Increasing",1005.4,"Rain, Partially cloudy"
"Pune, MH, India",265.56,74,07/02/2018,0.8,70.1,80.92,12,76.5,81.2,4.1,4.7,84.9,"Rain, Fog, Light Rain, Sky Coverage Increasing",1005,"Rain, Overcast"
"Pune, MH, India",270,72.8,07/03/2018,1.4,70.7,84.2,8,75.9,82.5,3.7,6.9,86.7,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005.2,"Rain, Overcast"
"Pune, MH, India",255,71.9,07/04/2018,3.1,70.9,86.03,20,75.6,81.2,7.3,8.1,85.2,"Rain, Fog, Light Rain, Sky Coverage Increasing",1005.2,"Rain, Overcast"
"Pune, MH, India",251.5,71.9,07/05/2018,2.9,72.4,92.82,24,74.7,77.2,6.1,3.4,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005.7,"Rain, Overcast"
"Pune, MH, India",270,74.6,07/06/2018,5,71.5,85.61,20,76.2,79.4,3.7,3.4,,"Light Drizzle, Rain, Fog, Heavy Rain, Sky Coverage Increasing",1005.4,"Rain, Overcast"
"Pune, MH, India",270,73.1,07/07/2018,7.5,71.4,89.18,16,74.8,78.1,3.7,4.7,,"Drizzle, Rain, Fog, Heavy Rain, Light Rain, Sky Coverage Increasing",1004.4,"Rain, Overcast"
"Pune, MH, India",270,71.3,07/08/2018,4.7,70.4,86.13,20,74.9,79,4.1,13.8,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1002.9,"Rain, Overcast"
"Pune, MH, India",270,72.8,07/09/2018,3.7,71.2,88.24,16,74.9,78.1,2.5,3.4,,"Rain, Heavy Rain, Light Rain",1003,"Rain, Overcast"
"Pune, MH, India",272.22,72.7,07/10/2018,3.5,70.7,88.58,16,74.3,76.7,3.7,7,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1003.3,"Rain, Overcast"
"Pune, MH, India",270,74,07/11/2018,3.1,71,85.64,16,75.7,79.9,3.7,9.2,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1003.2,"Rain, Overcast"
"Pune, MH, India",270,73.1,07/12/2018,4.6,71.3,89.43,20,74.6,77.2,3.3,4.7,,"Rain, Fog, Heavy Rain, Light Rain",1002.6,"Rain, Overcast"
"Pune, MH, India",272.22,73.5,07/13/2018,4.9,71.1,87.64,20,75.1,78.1,3.3,4.7,,"Light Drizzle, Rain, Fog, Light Rain",1002,"Rain, Overcast"
"Pune, MH, India",270,73.7,07/14/2018,3.6,71.8,86.45,20,76.3,83,2.9,3.4,87.8,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1001.1,"Rain, Overcast"
"Pune, MH, India",267.14,73.5,07/15/2018,7.1,72.4,91.75,24,75,77.2,2.5,2.3,,"Rain, Heavy Rain, Light Rain, Sky Coverage Increasing",1000.1,"Rain, Overcast"
"Pune, MH, India",264,68,07/16/2018,4.4,71.3,94.22,28,73.1,75.3,2.2,11.6,,"Rain, Fog, Heavy Rain, Light Rain, Sky Coverage Increasing",1000.9,"Rain, Overcast"
"Pune, MH, India",270,73.5,07/17/2018,6.8,71.8,89.67,20,75.1,79,3.7,4.7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1001.7,"Rain, Overcast"
"Pune, MH, India",270,72.8,07/18/2018,0.9,71,88.05,16,74.8,77.1,2.5,3.4,,"Light Drizzle, Rain, Fog, Light Rain",1003.4,"Rain, Overcast"
"Pune, MH, India",270,72.2,07/19/2018,3.2,70.7,85.02,16,75.6,81.2,3.7,4.7,85.3,"Rain, Fog, Light Rain, Sky Coverage Increasing",1003.7,"Rain, Overcast"
"Pune, MH, India",270,72.8,07/20/2018,4.4,70.6,87.18,16,74.7,78.1,3.3,4.7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1003.6,"Rain, Overcast"
"Pune, MH, India",270,72.2,07/21/2018,4.2,70.8,87.75,16,74.7,77.1,3.3,3.4,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1004.4,"Rain, Overcast"
"Pune, MH, India",267.78,73.1,07/22/2018,4,70.4,89.18,16,73.8,74.9,2.5,4.7,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1004.5,"Rain, Overcast"
"Pune, MH, India",272.22,72.8,07/23/2018,1.6,70.2,85.78,20,74.8,77.1,3.7,4.7,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1003.6,"Rain, Overcast"
"Pune, MH, India",267.14,73.1,07/24/2018,1.5,70.5,84.46,16,75.5,78.5,4.3,4.7,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1004.6,"Rain, Overcast"
"Pune, MH, India",270,72.8,07/25/2018,1,69.4,81.16,16,75.6,78.9,4.1,3.4,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1005.7,"Rain, Partially cloudy"
"Pune, MH, India",270,73.5,07/26/2018,0.9,69.6,82.54,16,75.4,78.5,3.3,9.2,,"Drizzle, Light Drizzle, Fog, Light Rain, Sky Coverage Increasing",1006.2,"Rain, Overcast"
"Pune, MH, India",270,74.4,07/27/2018,0.8,70,82.47,12,75.7,78.5,3.9,9.2,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005,"Rain, Overcast"
"Pune, MH, India",270,74.6,07/28/2018,0.4,69.9,78.72,12,77.1,81.7,4.1,4.7,86.1,"Light Drizzle, Fog, Sky Coverage Increasing",1005.2,"Rain, Overcast"
"Pune, MH, India",270,74.6,07/29/2018,0.2,69,75.43,8,77.6,83.5,4.1,11.4,87.7,Fog,1005.4,"Rain, Partially cloudy"
"Pune, MH, India",270,74,07/30/2018,0.3,69.1,78.63,12,76.4,80.7,3.7,4.7,83.9,"Light Drizzle, Fog, Light Rain",1005.4,"Rain, Partially cloudy"
"Pune, MH, India",270,73.5,07/31/2018,0.6,68.8,78.34,16,76.2,81.2,4.1,4.7,84.7,"Rain, Fog, Sky Coverage Increasing",1005.1,"Rain, Overcast"
"Pune, MH, India",270,73.7,08/01/2018,0.8,70.1,80.58,12,76.5,83,3.7,7,87,"Fog, Light Rain, Sky Coverage Increasing",1005.8,"Rain, Overcast"
"Pune, MH, India",267.14,73.5,08/02/2018,1.6,71,86.89,16,75.3,79.4,3.7,11.4,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain",1007.4,"Rain, Partially cloudy"
"Pune, MH, India",272.5,72.8,08/03/2018,1.3,70.6,83.53,20,76.2,81.7,4.3,5.8,85.5,"Rain, Fog, Light Rain, Sky Coverage Increasing",1008.2,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/04/2018,3.1,69.9,85.18,20,74.7,79,3.3,4.7,,"Fog, Light Rain, Sky Coverage Increasing",1007.8,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/05/2018,1,68.9,79.72,12,75.8,81.7,3.7,11.4,84.7,"Rain, Fog, Sky Coverage Increasing",1007.3,"Rain, Overcast"
"Pune, MH, India",272.22,73.5,08/06/2018,0.7,68.8,80.5,16,75.3,78.9,4.1,9.2,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005.9,"Rain, Overcast"
"Pune, MH, India",270,72.8,08/07/2018,0.9,69.1,82.5,16,74.8,78.9,4.1,7,,"Drizzle, Fog, Light Rain, Sky Coverage Increasing",1004.2,"Rain, Overcast"
"Pune, MH, India",275,73.1,08/08/2018,1.8,69.5,82.27,20,75.4,79,3.7,5.8,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1003.4,"Rain, Overcast"
"Pune, MH, India",270,72.6,08/09/2018,1.4,70.1,83.14,16,75.8,80.3,3.7,5.8,84,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1006.1,"Rain, Overcast"
"Pune, MH, India",270,73.1,08/10/2018,0.9,70,82.75,16,75.8,81.7,4.1,9.2,85.3,"Rain, Fog, Light Rain, Sky Coverage Increasing",1008,"Rain, Partially cloudy"
"Pune, MH, India",270,72.2,08/11/2018,2.6,70.7,87.2,16,74.8,78.9,4.1,7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1006.7,"Rain, Overcast"
"Pune, MH, India",267.78,72.2,08/12/2018,2.7,70,87.96,20,73.8,77.1,3.7,6.9,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1003.9,"Rain, Overcast"
"Pune, MH, India",270,71.3,08/13/2018,3.6,70.9,92.3,20,73.3,75.3,2.9,3.4,,"Light Drizzle, Fog, Light Rain",1002.9,"Rain, Overcast"
"Pune, MH, India",272.22,72.8,08/14/2018,3.8,71.1,88.87,20,74.6,77.1,4.1,6.9,,"Drizzle, Light Drizzle, Rain, Fog, Sky Coverage Increasing",1003.8,"Rain, Overcast"
"Pune, MH, India",267.5,72.8,08/15/2018,3.4,70.4,87.94,16,74.2,77.6,4.1,5.8,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1003.9,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/16/2018,5.4,70.6,91,20,73.4,75.8,3.3,6.9,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain",1003.2,"Rain, Overcast"
"Pune, MH, India",270,71.7,08/17/2018,4.2,70.2,88.37,24,73.9,78.5,3.3,9.2,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1002.2,"Rain, Overcast"
"Pune, MH, India",270,71.7,08/18/2018,2.3,70.7,89.87,20,73.9,78.9,3.3,5.8,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1004,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/19/2018,2.6,70.6,87.81,16,74.5,79.9,3.7,4.7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1004.7,"Rain, Overcast"
"Pune, MH, India",267.78,71.9,08/20/2018,2.5,70,90.01,16,73.1,74.9,4.1,4.7,,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1005.3,"Rain, Overcast"
"Pune, MH, India",270,71,08/21/2018,1.8,70.1,92.68,24,72.3,74.9,2.5,4.7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005.6,"Rain, Overcast"
"Pune, MH, India",266.5,71.3,08/22/2018,3.5,70.5,90.17,16,73.6,77.2,3.7,4.7,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1006.6,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/23/2018,3.2,70,86.67,16,74.4,78.5,4.1,10.3,,"Light Drizzle, Fog, Light Rain, Sky Coverage Increasing",1007.5,"Rain, Overcast"
"Pune, MH, India",274.44,71,08/24/2018,1.4,69.9,88.23,12,73.7,78.9,3.7,3.4,,"Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1007.5,"Rain, Overcast"
"Pune, MH, India",270,70.4,08/25/2018,1.8,69.9,90.66,20,72.8,76.7,3.3,3.4,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1007.1,"Rain, Overcast"
"Pune, MH, India",264.4,71.3,08/26/2018,1,69.9,90.7,20,72.8,75.4,3.7,4.7,,"Drizzle, Light Drizzle, Rain, Fog, Light Rain",1005.7,"Rain, Overcast"
"Pune, MH, India",266.8,71,08/27/2018,1.4,69.7,88.01,20,73.6,77.6,3.7,3.4,,"Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1005.5,"Rain, Overcast"
"Pune, MH, India",266.67,70.4,08/28/2018,0.6,69.5,87.3,16,73.6,77.6,3.7,3.4,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1005.7,"Rain, Overcast"
"Pune, MH, India",270,69.5,08/29/2018,0.3,69.4,83.99,12,74.7,82.5,3.7,3.4,86.9,"Rain, Fog, Light Rain",1007.1,"Rain, Partially cloudy"
"Pune, MH, India",270,71,08/30/2018,0.7,68.9,80.43,16,75,81.2,4.1,5.8,84.4,"Light Drizzle, Fog, Sky Coverage Increasing",1007.2,"Rain, Partially cloudy"
"Pune, MH, India",272.22,71.3,08/31/2018,0.9,68.7,81.7,16,74.8,80.3,4.1,6.9,83.9,"Fog, Light Rain, Sky Coverage Increasing",1007.8,"Rain, Partially cloudy"
"Pune, MH, India",270,71,09/01/2018,1.8,68.8,83.7,20,74.4,80.8,4.1,5.8,83.7,"Rain, Fog, Light Rain, Sky Coverage Increasing",1008.6,"Rain, Overcast"
"Pune, MH, India",273.67,70.4,09/02/2018,1.6,69.6,89.22,20,73,79,3.7,7,,"Rain, Fog, Light Rain, Sky Coverage Increasing",1008.7,"Rain, Overcast"
"Pune, MH, India",270,70.4,09/03/2018,2.1,69.3,86.39,20,73.8,78.1,3.7,4.7,,"Fog, Light Rain, Sky Coverage Increasing",1008.8,"Rain, Overcast"
"Pune, MH, India",267.5,69.9,09/04/2018,1,68,82.82,16,73.7,81.2,4.1,4.7,84.1,"Drizzle, Fog, Light Rain",1009.4,"Rain, Partially cloudy"
"Pune, MH, India",270,70.9,09/05/2018,0,67.1,78.63,12,74.5,80.8,3.9,5.8,83.3,"Drizzle, Fog, Light Rain, Sky Coverage Increasing",1008.3,Partially cloudy
"Pune, MH, India",270,70.4,09/06/2018,0.1,66.3,76.3,8,74.7,82.4,4.1,9.2,84.7,"Light Drizzle, Fog, Light Rain",1006.9,"Rain, Partially cloudy"
"Pune, MH, India",270,68.3,09/07/2018,0.6,67.1,83.04,16,72.7,77.2,4.1,4.7,,"Drizzle, Heavy Drizzle, Fog, Light Rain, Sky Coverage Increasing",1008.3,"Rain, Partially cloudy"
"Pune, MH, India",267.5,68.3,09/08/2018,0.7,65.2,77.31,16,73,78.1,4.1,4.7,,"Fog, Light Rain",1008.4,"Rain, Partially cloudy"
"Pune, MH, India",276.67,65.9,09/09/2018,0.2,65.6,77.91,8,73.6,83.3,4.1,4.7,86,"Fog, Sky Unchanged",1009.1,"Rain, Partially cloudy"
"Pune, MH, India",262.5,66.5,09/10/2018,0.2,66.4,76.66,4,74.8,83.5,4.1,4.7,85.6,Fog,1011.2,"Rain, Partially cloudy"
"Pune, MH, India",252,66.8,09/11/2018,0,67,76.5,0,75.8,86.1,4.1,9.2,87.3,,1012,Partially cloudy
"Pune, MH, India",278.75,67.4,09/12/2018,0,65.9,76.25,4,74.5,83.4,4.1,4.7,84.8,Rain,1010.7,Partially cloudy
"Pune, MH, India",267.14,67.4,09/13/2018,0,65.9,76.71,4,74.3,84.8,3.7,4.7,86.8,"Rain, Fog",1009.4,Partially cloudy
"Pune, MH, India",270,65.6,09/14/2018,0.1,66.6,76.94,4,75.1,87.1,4.6,3.4,88.4,"Rain, Fog",1009.6,"Rain, Partially cloudy"
"Pune, MH, India",266,70.1,09/15/2018,0.5,68.4,74.18,12,77.8,86.2,4.3,6.9,89.3,"Rain, Fog, Sky Coverage Increasing",1010.1,"Rain, Partially cloudy"
"Pune, MH, India",296.67,73.1,09/16/2018,0.2,69,70.78,4,79.7,84.8,5,1.1,88.2,"Fog, Sky Coverage Increasing",1008.7,"Rain, Partially cloudy"
"Pune, MH, India",280,69.5,09/17/2018,0,68.3,82.31,0,74.6,83.6,3.4,2.2,86.4,,1007.8,Partially cloudy
"Pune, MH, India",270,74,09/18/2018,0,67.1,66.78,0,80,87.1,4.3,3.4,88.5,Fog,1007.5,Partially cloudy
"Pune, MH, India",284.29,70,09/19/2018,0.1,69.1,85.36,12,73.9,79,3.3,11.4,,"Mist, Light Drizzle, Rain, Fog, Light Rain, Sky Coverage Increasing",1009.1,"Rain, Overcast"
"Pune, MH, India",270,71.7,09/20/2018,0.4,69.6,83.19,4,75.5,89.3,4.1,2.2,94.8,"Fog, Light Rain, Sky Coverage Increasing",1007.2,"Rain, Overcast"
"Pune, MH, India",228.17,69.9,09/21/2018,1.1,70.7,83.89,4,76.5,87.1,3.7,4.7,90.3,"Fog, Smoke Or Haze",1005.5,"Rain, Overcast"
"Pune, MH, India",270,71.9,09/22/2018,0.5,69.1,77.55,12,77,84.2,3.7,5.8,87.6,"Fog, Smoke Or Haze",1007.3,"Rain, Overcast"
"Pune, MH, India",270,68.3,09/23/2018,0.1,68.5,76.75,4,77.1,87.1,4.1,3.4,90.2,Fog,1010.6,"Rain, Partially cloudy"
"Pune, MH, India",270,73.5,09/24/2018,0,71,88.95,0,74.5,74.9,2.5,2.2,,,1012,Partially cloudy
"Pune, MH, India",207.5,71.3,09/25/2018,0,69.8,74.47,0,79.5,91.4,3.7,4.7,94.2,Fog,1010.3,Partially cloudy
