Location,Wind Direction,Minimum Temperature,Datetime,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Pressure,Conditions
"Pune, MH, India",90,59.6,11/13/2011,0,59.4,66.17,0,73.2,90.2,3.3,2.2,88.5,Smoke Or Haze,1012,Clear
"Pune, MH, India",,62,11/14/2011,0,60.5,66.3,0,74.2,89.7,3.3,1.1,87.7,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",115,64.5,11/15/2011,0,60.2,66.41,0,73.7,87.5,3.3,2.2,85.4,Smoke Or Haze,1013.1,Clear
"Pune, MH, India",50,59.6,11/16/2011,0,57.2,64.95,0,72.1,86.3,3.4,2.2,83.7,,1013.4,Clear
"Pune, MH, India",90,54.2,11/17/2011,0,48.9,55.18,0,69.8,86.3,3.9,4.7,83,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",90,53,11/18/2011,0,49.9,54.87,0,70.2,87,3.3,2.2,83.7,Smoke Or Haze,1013.8,Clear
"Pune, MH, India",90,56.6,11/19/2011,0,52.5,59.98,0,69.7,87.2,2.9,3.4,84.3,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",80,55.5,11/20/2011,0,52.8,61.17,0,69.8,87.2,3.3,5.8,84.1,Smoke Or Haze,1014.2,Clear
"Pune, MH, India",90,55.7,11/21/2011,0,54.2,63.4,0,69.8,87.2,3.3,2.2,84.6,Smoke Or Haze,1014.8,Clear
"Pune, MH, India",115,55.1,11/22/2011,0,53.2,62.27,0,69.4,85.7,3.2,2.2,83,Smoke Or Haze,1013.6,Clear
"Pune, MH, India",96.67,57.3,11/23/2011,0,53.6,61.13,0,68.9,83.6,3.3,4.7,82.2,Smoke Or Haze,1012.9,Clear
"Pune, MH, India",70,56.6,11/24/2011,0,55.9,67.41,0,68.3,82.7,2.9,3.4,82.1,Smoke Or Haze,1013.1,Clear
"Pune, MH, India",90,59.1,11/25/2011,0,57.2,70.65,0,68.4,82.7,3.3,3.4,82.6,Smoke Or Haze,1012.2,Partially cloudy
"Pune, MH, India",90,55.7,11/26/2011,0,60.1,71.1,0,70.9,84.3,3.7,1.1,84.9,"Sky Coverage Increasing, Smoke Or Haze",1010.6,Partially cloudy
"Pune, MH, India",90,71.7,11/27/2011,0,62.9,62.5,0,77.4,84.5,3.3,10.3,84.3,Sky Coverage Increasing,1009.1,Partially cloudy
"Pune, MH, India",107.14,73.5,11/28/2011,0,65.1,66.87,0,77.2,81.8,3.7,5.8,84.1,,1008.4,Overcast
"Pune, MH, India",140,68.3,11/29/2011,0,63.4,69.37,0,75.1,85.4,3.4,2.2,85.4,,1009.6,Partially cloudy
"Pune, MH, India",90,62,11/30/2011,0,62.6,69.38,0,74.7,89.3,3.7,2.2,89.4,Smoke Or Haze,1010.3,Clear
"Pune, MH, India",70,66.5,12/01/2011,0,66.1,75.75,0,75.2,85.7,3.4,2.2,87.8,Smoke Or Haze,1010.8,Partially cloudy
"Pune, MH, India",,64.5,12/02/2011,0,60.2,66.34,0,74.4,88.1,3.7,0,85.8,Smoke Or Haze,1010.5,Clear
"Pune, MH, India",110,56.9,12/03/2011,0,55.6,64.29,0,70.3,86.3,3.3,2.2,84.3,Smoke Or Haze,1009.3,Clear
"Pune, MH, India",100,57.5,12/04/2011,0,57.7,66.31,0,71.7,88.1,3.7,2.2,87.1,Smoke Or Haze,1009.7,Clear
"Pune, MH, India",186.67,60.2,12/05/2011,0,60.2,68.58,0,73.2,89.9,3.7,2.2,88.2,Smoke Or Haze,1010.6,Clear
"Pune, MH, India",205,62.9,12/06/2011,0,59,66.9,0,72.9,89.3,3.7,2.2,86.7,Smoke Or Haze,1011.1,Clear
"Pune, MH, India",76.67,60.5,12/07/2011,0,57.7,67.97,0,70.4,85.4,3.3,4.7,83.9,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",180,56.9,12/08/2011,0,54.4,64.73,0,68.7,84.3,3.7,3.4,82.6,Smoke Or Haze,1012.4,Clear
"Pune, MH, India",80,53.7,12/09/2011,0,55,67.44,0,68.5,86.1,3.7,5.8,84.4,Smoke Or Haze,1012.7,Clear
"Pune, MH, India",320,56,12/10/2011,0,55.7,64.9,0,70.3,87.5,3.7,1.1,85.5,Smoke Or Haze,1012.5,Clear
"Pune, MH, India",216.67,55.7,12/11/2011,0,55.4,64.11,0,69.9,87.2,2.5,2.2,85.5,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",205,57.3,12/12/2011,0,57.5,69.09,0,69.8,87.2,3.7,2.2,85.6,Smoke Or Haze,1012.5,Clear
"Pune, MH, India",60,57.8,12/13/2011,0,59.4,72.46,0,70,84.5,3.7,5.8,84.3,Smoke Or Haze,1013.1,Clear
"Pune, MH, India",106.67,57.8,12/14/2011,0,56.5,68.85,0,68.9,83,3.7,4.7,81.9,Smoke Or Haze,1013.7,Clear
"Pune, MH, India",100,53.3,12/15/2011,0,52.3,64.88,0,66.8,83,3.7,3.4,81.3,Smoke Or Haze,1014.1,Partially cloudy
"Pune, MH, India",90,52.4,12/16/2011,0,52.7,66.78,0,66.1,83.6,3.7,3.4,81.9,Smoke Or Haze,1014,Clear
"Pune, MH, India",125,53.9,12/17/2011,0,52.9,67.78,0,66.4,85.4,3.7,2.2,82.6,Smoke Or Haze,1014,Clear
"Pune, MH, India",90,53.7,12/18/2011,0,52.7,67.5,0,66.3,84.5,3.3,2.2,82.2,Smoke Or Haze,1014.1,Clear
"Pune, MH, India",180,53.7,12/19/2011,0,53.7,67.8,0,66.6,83.6,3.7,2.2,81.9,Smoke Or Haze,1014.3,Partially cloudy
"Pune, MH, India",90,54.8,12/20/2011,0,53.2,67.94,0,66.6,83.6,3.3,3.4,81.7,Smoke Or Haze,1013.5,Partially cloudy
"Pune, MH, India",90,53.3,12/21/2011,0,54.1,71.92,0,65.4,82.5,2.7,4.7,81.3,Smoke Or Haze,1013.6,Clear
"Pune, MH, India",80,52.4,12/22/2011,0,52.3,69.14,0,65.6,83.6,3.7,4.7,81.6,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",115,52.4,12/23/2011,0,51.7,66.7,0,66,82.5,3.3,2.2,80.6,Smoke Or Haze,1012.6,Partially cloudy
"Pune, MH, India",90,53,12/24/2011,0,52,68.51,0,64.6,82.7,3.4,1.1,80.9,Smoke Or Haze,1013,Clear
"Pune, MH, India",145,53,12/25/2011,0,50.7,64.59,0,66.1,85.7,3.7,1.1,83,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",243.33,50.6,12/26/2011,0,47.3,60.19,0,65.6,86.3,3.7,2.2,83,Smoke Or Haze,1012.9,Clear
"Pune, MH, India",233.33,48.8,12/27/2011,0,45.4,59.86,0,64.5,87.2,3.7,4.7,83.7,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",90,51.2,12/28/2011,0,46.8,56.73,0,65,81.8,3.4,3.4,80.1,Smoke Or Haze,1013.7,Partially cloudy
"Pune, MH, India",90,50.1,12/29/2011,0,48.8,71.07,0,60.3,79.1,3.4,1.1,,Smoke Or Haze,1014.7,Clear
"Pune, MH, India",90,48.3,12/30/2011,0,50.3,67.85,0,64.2,85.4,3.3,3.4,83.1,Smoke Or Haze,1013.7,Clear
"Pune, MH, India",203.33,57.3,12/31/2011,0,56.1,63.81,0,70.8,89,3.7,3.4,86.8,Smoke Or Haze,1011.8,Partially cloudy
"Pune, MH, India",270,66.3,01/01/2012,0,60.9,64.57,0,74.4,85.4,3.4,2.2,85.7,Smoke Or Haze,1010.4,Partially cloudy
"Pune, MH, India",180,61.1,01/02/2012,0,59.7,67.68,0,72.3,85.7,3.4,2.2,85.7,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",276.67,60.2,01/03/2012,0,59.3,71.46,0,70.9,87.2,3.7,3.4,86.1,Smoke Or Haze,1012,Clear
"Pune, MH, India",270,57.3,01/04/2012,0,54.4,63.37,0,70.3,89.7,3.3,2.2,86.8,Smoke Or Haze,1012,Clear
"Pune, MH, India",210,56,01/05/2012,0,54.8,64.2,0,69.8,88.1,3.7,2.2,85.9,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",276.67,58.7,01/06/2012,0,54.5,63.56,0,70.7,87.9,3.3,5.8,84.9,Smoke Or Haze,1014.2,Clear
"Pune, MH, India",270,53.7,01/07/2012,0,48,56.88,0,69.2,87.5,4.3,3.4,83.9,Smoke Or Haze,1015.2,Clear
"Pune, MH, India",237.5,50.6,01/08/2012,0,45.7,56.87,0,65.8,85.7,3.7,4.7,82.6,Smoke Or Haze,1015.2,Clear
"Pune, MH, India",100,46.7,01/09/2012,0,42.4,58.19,0,61.2,80,3.7,2.2,,Smoke Or Haze,1015.7,Clear
"Pune, MH, India",96.67,48.3,01/10/2012,0,45.1,62.68,0,60.9,78.5,3.7,2.2,,Smoke Or Haze,1015.5,Clear
"Pune, MH, India",95,47.4,01/11/2012,0,44.3,61.34,0,60.3,76.7,3.7,5.8,,Smoke Or Haze,1016.7,Clear
"Pune, MH, India",90,46.1,01/12/2012,0,42.4,60.51,0,60,78.2,3.7,5.8,,Smoke Or Haze,1016.9,Clear
"Pune, MH, India",83.33,45.8,01/13/2012,0,43.3,60.58,0,60.6,79.4,3.7,3.4,,Smoke Or Haze,1016.9,Clear
"Pune, MH, India",80,47.9,01/14/2012,0,43.9,59.29,0,61.7,79.4,3.7,4.7,,Smoke Or Haze,1015.8,Clear
"Pune, MH, India",90,48.3,01/15/2012,0,44.2,58.15,0,63.1,84.5,3.3,2.2,81.7,Smoke Or Haze,1013.6,Clear
"Pune, MH, India",270,48.5,01/16/2012,0,44.9,59.64,0,63.7,86.3,3.7,2.2,83,Smoke Or Haze,1012,Clear
"Pune, MH, India",263.33,48.5,01/17/2012,0,44.8,64.59,0,62.2,86.6,3.4,3.4,83.2,Smoke Or Haze,1010.5,Clear
"Pune, MH, India",276.67,52.1,01/18/2012,0,51.1,66.99,0,63.8,78.9,3.7,9.2,,Smoke Or Haze,1010.2,Clear
"Pune, MH, India",312.5,52.4,01/19/2012,0,51.1,68.36,0,62.8,75.3,3.7,5.8,,Smoke Or Haze,1010.9,Clear
"Pune, MH, India",70,49.4,01/20/2012,0,50.4,70.85,0,61.9,78.9,3.3,4.7,,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",90,48.8,01/21/2012,0,50.2,65.54,0,64.8,83,3.7,3.4,81.2,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",270,54.8,01/22/2012,0,56.2,72.15,0,67.1,83.6,3.7,3.4,82.3,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",180,59.1,01/23/2012,0,58,71.82,0,69.3,84.5,3.3,3.4,83.6,Smoke Or Haze,1012.7,Clear
"Pune, MH, India",206,59.3,01/24/2012,0,56.2,66.42,0,70.2,85.2,3.3,3.4,83.2,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",270,57.5,01/25/2012,0,55.5,64.44,0,70,86.1,3.3,3.4,84.1,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",227.5,55.1,01/26/2012,0,51.7,61.5,0,67.3,82.5,3.7,2.2,80.9,Smoke Or Haze,1013,Clear
"Pune, MH, India",197.5,54.2,01/27/2012,0,50.9,59.27,0,67.6,85.4,3.7,4.7,82.6,Smoke Or Haze,1012.1,Clear
"Pune, MH, India",270,55.5,01/28/2012,0,49.6,59.36,0,67.1,83.6,3.7,3.4,81.4,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",180,50.1,01/29/2012,0,43.4,55.27,0,63.9,81.2,3.7,1.1,79.2,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",150,49.4,01/30/2012,0,49.3,58.17,0,66.2,83.6,3.7,2.2,81.9,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",135,56.6,01/31/2012,0,53.8,63.7,0,68.4,84.3,3.3,3.4,82.8,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",90,57.5,02/01/2012,0,54.1,65.95,0,68.1,83.6,3.3,3.4,82.2,Smoke Or Haze,1014.6,Clear
"Pune, MH, India",70,57.3,02/02/2012,0,52.9,65.22,0,67.2,84.3,3.9,3.4,82.5,Smoke Or Haze,1015.3,Clear
"Pune, MH, India",70,54.8,02/03/2012,0,52.6,62.75,0,68.2,84.8,3.7,5.8,82.8,Smoke Or Haze,1015,Clear
"Pune, MH, India",250,57.8,02/04/2012,0,53.9,62.44,0,70.1,86.6,3.3,1.1,84.7,Smoke Or Haze,1013.3,Clear
"Pune, MH, India",200,57.3,02/05/2012,0,54,60.3,0,71.1,86.6,3.3,2.2,84,Smoke Or Haze,1012.9,Clear
"Pune, MH, India",197.5,58.4,02/06/2012,0,54.2,59.22,0,71.8,87.9,3.3,4.7,85,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",187.5,57.3,02/07/2012,0,52.4,57.83,0,70.4,86.3,3.7,4.7,84.5,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",255,53,02/08/2012,0,36.2,42.39,0,65.8,83.6,3.7,2.2,80.8,Smoke Or Haze,1012.6,Partially cloudy
"Pune, MH, India",93.33,42.9,02/09/2012,0,32.7,44.86,0,60.3,81.2,3.7,5.8,79,Smoke Or Haze,1013.4,Partially cloudy
"Pune, MH, India",76.67,46.5,02/10/2012,0,38.1,45.37,0,63.6,83.9,3.3,5.8,81.2,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",230,51.2,02/11/2012,0,45.9,52.35,0,67.3,86.6,3.3,4.7,83.5,Smoke Or Haze,1012.1,Clear
"Pune, MH, India",276.67,55.1,02/12/2012,0,50,55.18,0,70.6,89.7,3.3,3.4,86.2,Smoke Or Haze,1010.9,Clear
"Pune, MH, India",280,54.8,02/13/2012,0,49.5,55.99,0,71.4,90.6,3.7,2.2,86.5,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",270,55.7,02/14/2012,0,51.7,55.9,0,71.6,90.8,3.3,4.7,87.7,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",276.67,62,02/15/2012,0,49.3,52.46,0,72.1,87.2,3.7,9.2,83.6,Smoke Or Haze,1011.2,Clear
"Pune, MH, India",172.5,55.1,02/16/2012,0,40.2,42.54,0,68,85.2,3.7,6.9,82,Smoke Or Haze,1010.8,Clear
"Pune, MH, India",90,50.1,02/17/2012,0,44,49.43,0,67.9,87.9,3.7,3.4,84.3,Smoke Or Haze,1010.9,Clear
"Pune, MH, India",136.67,55.7,02/18/2012,0,51.5,53.15,0,72.1,90.2,3.3,2.2,87.3,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",130,60.9,02/19/2012,0,53.4,52.08,0,75.4,93.3,3.7,2.2,90.1,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",143.33,60.9,02/20/2012,0,52.1,52.71,0,74.2,92,3.7,2.2,88.4,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",137.5,57.5,02/21/2012,0,46.2,45.2,0,73.9,93.5,3.7,2.2,89,Smoke Or Haze,1010.5,Clear
"Pune, MH, India",183.33,57.3,02/22/2012,0,45.7,43.8,0,75.1,94.4,3.3,3.4,89.7,Smoke Or Haze,1009.8,Clear
"Pune, MH, India",320,57.3,02/23/2012,0,49.1,48.08,0,74.5,92.6,3.7,2.2,88.5,Smoke Or Haze,1010.1,Clear
"Pune, MH, India",215,59.1,02/24/2012,0,48.4,46.26,0,74.3,93.5,3.7,1.1,89.3,Smoke Or Haze,1009.2,Clear
"Pune, MH, India",180,57.8,02/25/2012,0,45.9,42.12,0,74.5,92.6,3.7,3.4,88.4,Smoke Or Haze,1008.6,Clear
"Pune, MH, India",180,56.9,02/26/2012,0,46.6,43.32,0,74.5,93.8,3.7,3.4,89.5,Smoke Or Haze,1008.7,Clear
"Pune, MH, India",166.67,58.4,02/27/2012,0,46.3,42.64,0,75.6,96.2,3.7,4.7,91.7,Smoke Or Haze,1008.6,Clear
"Pune, MH, India",275,59.1,02/28/2012,0,41.2,38.49,0,74.3,92.9,3.9,6.9,88.4,Smoke Or Haze,1007.7,Clear
"Pune, MH, India",288,53.7,02/29/2012,0,39.6,36.6,0,72.4,91.5,3.7,6.9,87.2,Smoke Or Haze,1007.5,Clear
"Pune, MH, India",270,51.5,03/01/2012,0,42.2,48.57,0,69.6,89.9,3.7,4.7,85.9,Smoke Or Haze,1008.7,Clear
"Pune, MH, India",270,49.7,03/02/2012,0,43.8,49.24,0,68.8,88.4,3.7,8.1,84.6,Smoke Or Haze,1008.4,Clear
"Pune, MH, India",215,56.6,03/03/2012,0,54,57.95,0,73,90.8,3.7,5.8,87.4,Smoke Or Haze,1006.9,Clear
"Pune, MH, India",90,58.7,03/04/2012,0,49.8,50.79,0,74.6,92.9,3.3,4.7,88.6,Smoke Or Haze,1009.3,Clear
"Pune, MH, India",156.67,55.7,03/05/2012,0,46.3,43.22,0,75.4,95.6,3.7,2.2,91.5,Smoke Or Haze,1008.9,Clear
"Pune, MH, India",270,58.7,03/06/2012,0,42.6,37.42,0,74.7,94.4,3.7,3.4,89.6,Smoke Or Haze,1008.7,Clear
"Pune, MH, India",278,51.5,03/07/2012,0,42.4,42.69,0,71.1,91.5,3.7,6.9,87.2,Smoke Or Haze,1007.8,Clear
"Pune, MH, India",228.33,54.8,03/08/2012,0,49.7,55.75,0,69.4,84.3,4.1,5.8,81.7,,1008.8,Clear
"Pune, MH, India",198,53.7,03/09/2012,0,46.9,52.36,0,70,86.1,4.1,3.4,82.8,,1008.9,Clear
"Pune, MH, India",130,53.7,03/10/2012,0,43.5,47.35,0,71.4,89.3,4.1,3.4,85.4,,1008.1,Clear
"Pune, MH, India",232.5,57.3,03/11/2012,0,44.7,39.9,0,74.3,92.9,3.7,2.2,88.6,Smoke Or Haze,1007.9,Clear
"Pune, MH, India",253.33,61.4,03/12/2012,0,41.7,33.81,0,75.4,92.6,3.7,6.9,88.1,,1011,Clear
"Pune, MH, India",90,57.5,03/13/2012,0,44.8,41.18,0,74.1,92,3.7,4.7,87.8,Smoke Or Haze,1012.5,Clear
"Pune, MH, India",170,58.4,03/14/2012,0,44.1,37.51,0,75.4,93.3,4.1,4.7,89.2,,1013.2,Clear
"Pune, MH, India",55,59.1,03/15/2012,0,46,37.9,0,77.2,95.6,3.7,3.4,91.4,Smoke Or Haze,1012,Clear
"Pune, MH, India",180,59.3,03/16/2012,0,47.3,37.11,0,78.7,96.5,3.3,4.7,92.7,Smoke Or Haze,1011.7,Clear
"Pune, MH, India",280,61.4,03/17/2012,0,48.3,37.25,0,80.1,99.8,3.7,5.8,95.9,Smoke Or Haze,1010.5,Clear
"Pune, MH, India",190,62,03/18/2012,0,47,36.97,0,79.4,98.9,4.1,3.4,94.4,,1010.8,Clear
"Pune, MH, India",237.5,60.5,03/19/2012,0,45.3,36.36,0,79,98.7,3.7,3.4,93.8,Smoke Or Haze,1011,Clear
"Pune, MH, India",263.33,63.2,03/20/2012,0,47.3,36.29,0,80.6,100.7,3.7,2.2,95.9,Smoke Or Haze,1010.1,Clear
"Pune, MH, India",270,62.3,03/21/2012,0,49,38.04,0,80.9,99.2,3.7,3.4,94.6,Smoke Or Haze,1009.5,Clear
"Pune, MH, India",105,64.5,03/22/2012,0,48,36.03,0,81.2,98.7,3.3,3.4,95,Smoke Or Haze,1009.6,Clear
"Pune, MH, India",220,63.8,03/23/2012,0,48.5,37.75,0,81.8,98.7,3.3,3.4,94.2,Smoke Or Haze,1010.6,Clear
"Pune, MH, India",230,63.2,03/24/2012,0,49.4,36.81,0,82.1,100.5,3.7,4.7,97.4,Smoke Or Haze,1010.8,Clear
"Pune, MH, India",175,62,03/25/2012,0,53.1,42.55,0,81.6,99.8,3.7,3.4,99.1,Smoke Or Haze,1010.4,Clear
"Pune, MH, India",145,63.2,03/26/2012,0,44.5,35.63,0,81.4,99.2,3.7,3.4,93.7,Smoke Or Haze,1010.2,Partially cloudy
"Pune, MH, India",175,64.5,03/27/2012,0,53.2,40.96,0,83.1,98.9,3.9,3.4,94.6,Smoke Or Haze,1010.4,Clear
"Pune, MH, India",270,66.3,03/28/2012,0,58.4,51.51,0,81.7,99.8,3.4,4.7,95.9,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",216.67,68.6,03/29/2012,0,56.4,43.38,0,83.7,98.9,3.7,4.7,94.6,Smoke Or Haze,1011.1,Clear
"Pune, MH, India",274,68.1,03/30/2012,0,55.4,44.67,0,82.1,97.1,4.1,5.8,93.3,,1010.1,Clear
"Pune, MH, India",234,65,03/31/2012,0,57.6,50.2,0,83,98.9,3.7,4.7,96,Smoke Or Haze,1009.6,Clear
"Pune, MH, India",186.67,69,04/01/2012,0,56.9,43.66,0,85.4,98.9,3.7,3.4,95.2,Smoke Or Haze,1008.8,Clear
"Pune, MH, India",262.5,68.3,04/02/2012,0,57.9,44.5,0,85.9,100.7,3.7,9.2,96.6,Smoke Or Haze,1009.5,Clear
"Pune, MH, India",293.33,74.6,04/03/2012,0,60.7,46.26,0,85.7,98.3,3.7,4.7,95.8,"Lightning Without Thunder, Smoke Or Haze",1011.5,Partially cloudy
"Pune, MH, India",248.33,72.2,04/04/2012,0,57.8,43.79,0,85,100.5,3.7,4.7,97.1,Smoke Or Haze,1010.6,Partially cloudy
"Pune, MH, India",273.33,72.2,04/05/2012,0,58.5,46.57,0,84.8,98.7,4.1,4.7,94.8,,1009.1,Clear
"Pune, MH, India",270,67.4,04/06/2012,0,50.8,37.22,0,82.8,96.9,4.1,4.7,92.7,,1008.3,Clear
"Pune, MH, India",282.5,66.8,04/07/2012,0,45.3,29.03,0,83.8,101.6,3.7,6.9,96.1,,1007.4,Clear
"Pune, MH, India",175,65,04/08/2012,0,52.1,36.24,0,84.5,101,4.1,3.4,97.2,,1007,Clear
"Pune, MH, India",276.67,69.2,04/09/2012,0,55,39.46,0,85.2,100.5,4.1,3.4,96.1,,1007.4,Partially cloudy
"Pune, MH, India",272.22,75.3,04/10/2012,0,58.7,45.11,0,86.4,101.6,4.1,4.7,97.4,,1007.7,Partially cloudy
"Pune, MH, India",272.5,75.8,04/11/2012,0,62.8,50.71,0,85.8,98.3,3.7,4.7,95.5,,1007.1,Partially cloudy
"Pune, MH, India",262.86,70.4,04/12/2012,0,59.2,50.4,0,83.5,98,3.7,4.7,94.2,Smoke Or Haze,1006.9,Partially cloudy
"Pune, MH, India",221.67,66.8,04/13/2012,0,54.6,42.95,0,83.3,100.5,3.7,6.9,95.6,,1007.2,Partially cloudy
"Pune, MH, India",180,68.1,04/14/2012,0,54.4,41.34,0,84.4,98.3,4.1,3.4,94.8,,1007.7,Partially cloudy
"Pune, MH, India",170,71.7,04/15/2012,0,55.1,39,0,86.3,99.8,4.1,4.7,95.7,,1007.8,Partially cloudy
"Pune, MH, India",174,72.6,04/16/2012,0.2,55.4,41.95,8,83.1,100.1,4.1,11.4,97.5,"Thunderstorm, Rain, Sky Coverage Increasing, Smoke Or Haze",1007.7,"Rain, Partially cloudy"
"Pune, MH, India",231.43,70.4,04/17/2012,0,60.2,50.67,0,83.8,98.7,4.6,3.4,96.1,Sky Coverage Increasing,1006.5,Partially cloudy
"Pune, MH, India",285,72.2,04/18/2012,0,59.4,46.67,0,85.3,98.7,4.1,5.8,95,,1005.6,Partially cloudy
"Pune, MH, India",254.29,73.7,04/19/2012,0.1,66.4,63.62,4,81.6,98,3.7,4.7,97.3,"Rain, Light Rain, Sky Coverage Increasing",1007.5,"Rain, Partially cloudy"
"Pune, MH, India",236.67,69.5,04/20/2012,0,62.7,57.35,0,82.1,96.9,3.7,3.4,96,"Sky Coverage Increasing, Smoke Or Haze",1008.4,Partially cloudy
"Pune, MH, India",242,69.9,04/21/2012,0,62.8,54.13,0,83.1,98,3.4,3.4,97.6,"Sky Coverage Increasing, Smoke Or Haze",1008.3,Partially cloudy
"Pune, MH, India",190,71,04/22/2012,0,56,40.36,0,85.1,98.7,3.7,3.4,96.8,,1006.2,Clear
"Pune, MH, India",250,71.7,04/23/2012,0,48.8,33.33,0,84,97.1,4.1,5.8,92.5,,1005.5,Clear
"Pune, MH, India",255.56,68.6,04/24/2012,0,53.6,41.36,0,82.6,96.5,4.1,4.7,93.2,,1006.4,Clear
"Pune, MH, India",243.33,68.6,04/25/2012,0,57,45.88,0,84.4,98.3,4.1,5.8,93.9,,1006.5,Clear
"Pune, MH, India",265,71,04/26/2012,0,49.1,31.16,0,86.6,100.1,4.1,6.9,95.7,,1006.7,Partially cloudy
"Pune, MH, India",240,81.2,04/27/2012,0,45.5,22.97,0,89.8,98.7,4.6,4.7,93.8,,1005.9,Partially cloudy
"Pune, MH, India",270,73.5,04/28/2012,0,49.5,30.31,0,85.4,98.3,4.1,4.7,94.4,,1005.4,Partially cloudy
"Pune, MH, India",277.5,69.5,04/29/2012,0,48.6,32.03,0,84.9,99.2,4.1,4.7,94.6,,1005.1,Clear
"Pune, MH, India",272.86,72.2,04/30/2012,0,59.2,49.61,0,82.7,94.4,3.9,4.7,93.6,,1005.5,Clear
"Pune, MH, India",276.67,68.1,05/01/2012,0,54.5,44.29,0,83.5,97.4,4.1,9.2,92.7,,1005.8,Clear
"Pune, MH, India",277.14,66.8,05/02/2012,0,53.6,41.27,0,83,96.5,4.1,6.9,92.9,,1007.4,Clear
"Pune, MH, India",274.44,67.4,05/03/2012,0,54.4,43.04,0,83.7,100.5,4.1,6.9,95.6,,1006.3,Clear
"Pune, MH, India",276.67,72.2,05/04/2012,0,61.1,48.37,0,84.4,96.9,4.1,11.4,96,,1005.6,Clear
"Pune, MH, India",270,71.9,05/05/2012,0,62.4,56.36,0,81.2,95.1,4.1,9.2,93.7,,1006.5,Clear
"Pune, MH, India",274.44,72.2,05/06/2012,0,64.1,59.19,0,81,93.3,4.1,6.9,93.3,,1008.3,Clear
"Pune, MH, India",267.78,72.2,05/07/2012,0,62.6,57.14,0,82.1,96.9,4.1,15,94.6,,1007.4,Clear
"Pune, MH, India",264.44,74.4,05/08/2012,0,61.1,51.91,4,84.3,98.9,4.1,12.8,96.2,"Thunderstorm Without Precipitation, Sky Coverage Increasing",1006.8,Partially cloudy
"Pune, MH, India",257.78,77.6,05/09/2012,0,62.9,49.18,4,85.6,100.5,4.1,6.9,98.5,"Lightning Without Thunder, Thunderstorm, Sky Coverage Increasing",1007.4,Partially cloudy
"Pune, MH, India",252.22,75.3,05/10/2012,0,65.9,56.23,0,84.7,97.4,4.1,3.4,98.1,Lightning Without Thunder,1008.7,Partially cloudy
"Pune, MH, India",225.56,72.2,05/11/2012,0,63.2,53.34,0,83.9,98,4.1,3.4,98.5,"Lightning Without Thunder, Thunderstorm Without Precipitation",1007.1,Partially cloudy
"Pune, MH, India",272.5,75.3,05/12/2012,0,64.7,53.25,0,85.2,97.8,4.3,5.8,99.3,Thunderstorm,1005.9,Partially cloudy
"Pune, MH, India",250,73.5,05/13/2012,0,62.9,55.29,0,83.7,97.1,4.1,4.7,95.1,,1006.7,Clear
"Pune, MH, India",280,73.5,05/14/2012,0,61.3,51.05,0,84.5,98.7,4.1,5.8,96.4,,1006.6,Clear
"Pune, MH, India",250,69,05/15/2012,0,57.3,42.82,0,85.9,101.9,4.1,5.8,98,,1006.8,Clear
"Pune, MH, India",270,75.3,05/16/2012,0,60.4,48.08,0,86.3,100.5,4.1,11.4,97.1,,1006.2,Clear
"Pune, MH, India",275,71,05/17/2012,0,59.5,51.5,0,85,101.4,4.1,9.2,96.3,,1005.8,Clear
"Pune, MH, India",252.5,72.2,05/18/2012,0,58.7,45.9,0,86.5,99.2,4.1,4.7,95.8,,1006.2,Clear
"Pune, MH, India",225,70.4,05/19/2012,0,52.6,35.12,0,86.6,101,4.1,9.2,96.9,,1006.9,Clear
"Pune, MH, India",274.44,72.8,05/20/2012,0,60.3,48.28,0,85,100.1,4.1,4.7,96.9,,1006.1,Clear
